Correlation,Centrality,Ground Truth
0.22179236381567907,degree_centrality,importance
0.16943228815075279,degree_centrality,doctypebranch
0.3593412628131974,in_degree_centrality,importance
0.2303606774972224,in_degree_centrality,doctypebranch
-0.06995322038336502,out_degree_centrality,importance
-0.01575526809635636,out_degree_centrality,doctypebranch
-0.027752597898691833,betweenness_centrality,importance
-0.0030264934095167264,betweenness_centrality,doctypebranch
0.3593408111101875,closeness_centrality,importance
0.23056345596972558,closeness_centrality,doctypebranch
0.21836922255838784,core_number,importance
0.1526854671980845,core_number,doctypebranch
0.3593412628131974,relative_in_degree_centrality,importance
0.2303606774972224,relative_in_degree_centrality,doctypebranch
0.3593408111101875,eigenvector_centrality,importance
0.23015731988381802,eigenvector_centrality,doctypebranch
0.3590905022036486,pagerank,importance
0.23332342097861702,pagerank,doctypebranch
-0.07030749414239548,hits_hub,importance
-0.01575225969628943,hits_hub,doctypebranch
0.21386766233611035,hits_authority,importance
0.10942406909114054,hits_authority,doctypebranch
0.3593408111101875,harmonic_centrality,importance
0.23056345596972558,harmonic_centrality,doctypebranch
0.36518853668223283,disruption,importance
0.22118858553600868,disruption,doctypebranch
0.3590900511379105,composite,importance
0.23352612348033794,composite,doctypebranch
