ecli,references
ECLI:CE:ECHR:2010:1209JUD000779808,[]
ECLI:CE:ECHR:2011:0203JUD001813602,[]
ECLI:CE:ECHR:2011:0217JUD001288403,"['ECLI:CE:ECHR:2013:0108JUD004407709', 'ECLI:CE:ECHR:2011:1103JUD003420708']"
ECLI:CE:ECHR:2011:0630JUD000891605,[]
ECLI:CE:ECHR:2011:0707JUD002345903,[]
ECLI:CE:ECHR:2011:1103JUD003420708,"['ECLI:CE:ECHR:2013:0108JUD004407709', 'ECLI:CE:ECHR:2011:1103JUD003420708']"
ECLI:CE:ECHR:2011:1122JUD004396504,['ECLI:CE:ECHR:2011:0707JUD002345903']
ECLI:CE:ECHR:2012:0110JUD003781903,['ECLI:CE:ECHR:2011:0707JUD002345903']
ECLI:CE:ECHR:2012:0110JUD003782103,['ECLI:CE:ECHR:2011:0707JUD002345903']
ECLI:CE:ECHR:2012:0117JUD000526007,['ECLI:CE:ECHR:2011:0707JUD002345903']
ECLI:CE:ECHR:2012:0612DEC003109808,[]
ECLI:CE:ECHR:2012:0612JUD004273005,"['ECLI:CE:ECHR:2011:1122JUD004396504', 'ECLI:CE:ECHR:2011:0707JUD002345903']"
ECLI:CE:ECHR:2012:0710DEC005836910,[]
ECLI:CE:ECHR:2012:0731JUD000060407,[]
ECLI:CE:ECHR:2013:0115JUD004842010,"['ECLI:CE:ECHR:2010:1207JUD001842906', 'ECLI:CE:ECHR:2011:0707JUD002345903']"
ECLI:CE:ECHR:2013:0212JUD001611702,[]
ECLI:CE:ECHR:2013:0314JUD002626105,[]
ECLI:CE:ECHR:2013:0709JUD000233009,['ECLI:CE:ECHR:2011:0203JUD001813602']
