ecli,references
ECLI:CE:ECHR:2010:1007JUD006918001,[]
ECLI:CE:ECHR:2010:1202JUD002706505,[]
ECLI:CE:ECHR:2011:0210JUD003094304,[]
ECLI:CE:ECHR:2011:0222JUD002432902,[]
ECLI:CE:ECHR:2011:0324JUD002345802,[]
ECLI:CE:ECHR:2011:0329JUD004735708,[]
ECLI:CE:ECHR:2011:0614JUD003081207,['ECLI:CE:ECHR:2011:0324JUD002345802']
ECLI:CE:ECHR:2011:0927JUD003225008,[]
ECLI:CE:ECHR:2011:1220JUD001829903,['ECLI:CE:ECHR:2011:0324JUD002345802']
ECLI:CE:ECHR:2012:0510JUD003349804,[]
ECLI:CE:ECHR:2012:1023JUD002460404,['ECLI:CE:ECHR:2010:1202JUD002706505']
ECLI:CE:ECHR:2012:1106JUD003008605,"['ECLI:CE:ECHR:2010:1007JUD006918001', 'ECLI:CE:ECHR:2010:1202JUD002706505', 'ECLI:CE:ECHR:2011:1220JUD001829903', 'ECLI:CE:ECHR:2011:0324JUD002345802']"
ECLI:CE:ECHR:2012:1127JUD002971305,"['ECLI:CE:ECHR:2011:0120JUD003603604', 'ECLI:CE:ECHR:2011:0217JUD002473304', 'ECLI:CE:ECHR:2011:0927JUD003225008', 'ECLI:CE:ECHR:2011:0210JUD003094304']"
ECLI:CE:ECHR:2013:0312JUD001628110,"['ECLI:CE:ECHR:2011:0329JUD004735708', 'ECLI:CE:ECHR:2011:0324JUD002345802']"
ECLI:CE:ECHR:2013:0711JUD002897505,"['ECLI:CE:ECHR:2011:0120JUD003603604', 'ECLI:CE:ECHR:2011:0217JUD002473304', 'ECLI:CE:ECHR:2012:1127JUD002971305', 'ECLI:CE:ECHR:2011:0927JUD003225008', 'ECLI:CE:ECHR:2011:0210JUD000466305']"
