Correlation,Centrality,Ground Truth
-0.017565746812884718,degree_centrality,importance
0.02430175318428371,degree_centrality,doctypebranch
0.13136522356991312,in_degree_centrality,importance
0.16327664668902236,in_degree_centrality,doctypebranch
-0.13269782114310283,out_degree_centrality,importance
-0.10492605758785956,out_degree_centrality,doctypebranch
,betweenness_centrality,importance
,betweenness_centrality,doctypebranch
0.13136522356991312,closeness_centrality,importance
0.16327664668902236,closeness_centrality,doctypebranch
-0.01972741979594263,core_number,importance
0.02255036954975822,core_number,doctypebranch
0.13136522356991312,relative_in_degree_centrality,importance
0.16327664668902236,relative_in_degree_centrality,doctypebranch
0.13136522356991312,eigenvector_centrality,importance
0.16327664668902236,eigenvector_centrality,doctypebranch
0.13136522356991312,pagerank,importance
0.16327664668902236,pagerank,doctypebranch
-0.04423016183876308,hits_hub,importance
-0.03497341906774496,hits_hub,doctypebranch
-0.10209116674027675,hits_authority,importance
-0.0432093509844856,hits_authority,doctypebranch
0.13136522356991312,harmonic_centrality,importance
0.16327664668902236,harmonic_centrality,doctypebranch
0.1310727675297007,disruption,importance
0.16328112634241604,disruption,doctypebranch
-0.02290644752518286,composite,importance
0.01903872711155953,composite,doctypebranch
