ecli,references
ECLI:CE:ECHR:2009:0616JUD007243901,[]
ECLI:CE:ECHR:2010:0720JUD000490006,[]
ECLI:CE:ECHR:2010:0902JUD002155803,[]
ECLI:CE:ECHR:2010:0902JUD004634406,[]
ECLI:CE:ECHR:2010:0910JUD003133306,[]
ECLI:CE:ECHR:2010:1007JUD001277303,[]
ECLI:CE:ECHR:2010:1019JUD007157201,[]
ECLI:CE:ECHR:2010:1021JUD000491607,[]
ECLI:CE:ECHR:2010:1021JUD004337402,[]
ECLI:CE:ECHR:2010:1123DEC001297709,['ECLI:CE:ECHR:2010:0902JUD004634406']
ECLI:CE:ECHR:2010:1125JUD003025103,[]
ECLI:CE:ECHR:2010:1202JUD001285303,[]
ECLI:CE:ECHR:2010:1202JUD002706505,[]
ECLI:CE:ECHR:2010:1207JUD005176207,[]
ECLI:CE:ECHR:2010:1216JUD003309908,[]
ECLI:CE:ECHR:2010:1221JUD005097308,"['ECLI:CE:ECHR:2010:0722JUD001228608', 'ECLI:CE:ECHR:2013:0418JUD004582308']"
ECLI:CE:ECHR:2011:0106JUD003493204,[]
ECLI:CE:ECHR:2011:0120JUD001481104,[]
ECLI:CE:ECHR:2011:0120JUD005124608,[]
ECLI:CE:ECHR:2011:0121JUD003069609,[]
ECLI:CE:ECHR:2011:0208JUD003015703,[]
ECLI:CE:ECHR:2011:0210JUD001838205,['ECLI:CE:ECHR:2010:1014JUD002724004']
ECLI:CE:ECHR:2011:0210JUD003094304,[]
ECLI:CE:ECHR:2011:0222JUD002432902,[]
ECLI:CE:ECHR:2011:0301JUD001592405,[]
ECLI:CE:ECHR:2011:0308JUD001653006,['ECLI:CE:ECHR:2011:0315JUD001081005']
ECLI:CE:ECHR:2011:0324JUD002345802,[]
ECLI:CE:ECHR:2011:0329JUD002344503,['ECLI:CE:ECHR:2012:0424JUD002313907']
ECLI:CE:ECHR:2011:0405JUD000868708,['ECLI:CE:ECHR:2011:0121JUD003069609']
ECLI:CE:ECHR:2011:0405JUD002677107,[]
ECLI:CE:ECHR:2011:0510JUD000451209,[]
ECLI:CE:ECHR:2011:0510JUD003734605,"['ECLI:CE:ECHR:2010:0902JUD004634406', 'ECLI:CE:ECHR:2010:1221JUD005097308', 'ECLI:CE:ECHR:2010:0930JUD000293004', 'ECLI:CE:ECHR:2010:0902JUD006541701']"
