Correlation,Centrality,Ground Truth
0.6441106376862995,degree_centrality,importance
0.14444119678516862,degree_centrality,doctypebranch
0.4296665010571042,in_degree_centrality,importance
-0.045912005851806076,in_degree_centrality,doctypebranch
0.6084905141930438,out_degree_centrality,importance
0.2449597208349915,out_degree_centrality,doctypebranch
0.43872020367157666,betweenness_centrality,importance
0.04069792601941079,betweenness_centrality,doctypebranch
0.42964422873502733,closeness_centrality,importance
-0.04590962594325139,closeness_centrality,doctypebranch
0.6921601788853923,core_number,importance
0.1449117575197592,core_number,doctypebranch
0.4296665010571042,relative_in_degree_centrality,importance
-0.045912005851806076,relative_in_degree_centrality,doctypebranch
0.4262431159782495,eigenvector_centrality,importance
-0.04587397166832707,eigenvector_centrality,doctypebranch
0.42418330907968677,pagerank,importance
-0.042181144975143685,pagerank,doctypebranch
0.6022743127430179,hits_hub,importance
0.21454035043628633,hits_hub,doctypebranch
0.2806911285277013,hits_authority,importance
-0.12383726889286246,hits_authority,doctypebranch
0.42839464961986257,harmonic_centrality,importance
-0.045912005851806076,harmonic_centrality,doctypebranch
,disruption,importance
,disruption,doctypebranch
0.6084905141930438,composite,importance
0.2449597208349915,composite,doctypebranch
