Correlation,Centrality,Ground Truth
-0.18305621764581134,degree_centrality,importance
0.24480286003371224,degree_centrality,doctypebranch
0.14131208169315645,in_degree_centrality,importance
0.211061343443635,in_degree_centrality,doctypebranch
-0.2961165981994374,out_degree_centrality,importance
0.12355869324870916,out_degree_centrality,doctypebranch
0.06855067200346493,betweenness_centrality,importance
0.034418015125573784,betweenness_centrality,doctypebranch
0.1410404951694622,closeness_centrality,importance
0.21084988540780325,closeness_centrality,doctypebranch
-0.20071523051176446,core_number,importance
0.23950338555134795,core_number,doctypebranch
0.14131208169315645,relative_in_degree_centrality,importance
0.211061343443635,relative_in_degree_centrality,doctypebranch
0.14046969766782785,eigenvector_centrality,importance
0.21124301643807483,eigenvector_centrality,doctypebranch
0.14437748954155916,pagerank,importance
0.2096236006910215,pagerank,doctypebranch
-0.33885935665571565,hits_hub,importance
0.11601473411167076,hits_hub,doctypebranch
0.009811865637829993,hits_authority,importance
0.036835127142139865,hits_authority,doctypebranch
0.1407811038566817,harmonic_centrality,importance
0.2108502482642351,harmonic_centrality,doctypebranch
,disruption,importance
,disruption,doctypebranch
-0.33885935665571565,composite,importance
0.11601473411167076,composite,doctypebranch
