Correlation,Centrality,Ground Truth
0.3058424478454919,degree_centrality,importance
0.3807608496437808,degree_centrality,doctypebranch
0.3025701552065807,in_degree_centrality,importance
0.44323181516264176,in_degree_centrality,doctypebranch
0.1897776995710429,out_degree_centrality,importance
0.1365630450653345,out_degree_centrality,doctypebranch
0.26965060044668987,betweenness_centrality,importance
0.4014675634726549,betweenness_centrality,doctypebranch
0.274346350772539,closeness_centrality,importance
0.4208138543763973,closeness_centrality,doctypebranch
0.27284612561252425,core_number,importance
0.32074762991928835,core_number,doctypebranch
0.3025701552065807,relative_in_degree_centrality,importance
0.44323181516264176,relative_in_degree_centrality,doctypebranch
0.26927474601701545,eigenvector_centrality,importance
0.41682261565016854,eigenvector_centrality,doctypebranch
0.2944199903184024,pagerank,importance
0.4364534926036644,pagerank,doctypebranch
0.1464448046194781,hits_hub,importance
0.13186648697296122,hits_hub,doctypebranch
0.2949834209510111,hits_authority,importance
0.3931427315160396,hits_authority,doctypebranch
0.27433353833350005,harmonic_centrality,importance
0.4207942016569761,harmonic_centrality,doctypebranch
-0.31544032505084474,disruption,importance
-0.4014675634726549,disruption,doctypebranch
0.3026874877657098,composite,importance
0.3682915931508623,composite,doctypebranch
