Correlation,Centrality,Ground Truth
0.26952668666163343,degree_centrality,importance
0.3282688501209766,degree_centrality,doctypebranch
0.3927641066641615,in_degree_centrality,importance
0.34132603533494055,in_degree_centrality,doctypebranch
-0.042824995739013556,out_degree_centrality,importance
0.07940903219132614,out_degree_centrality,doctypebranch
0.05219981833373509,betweenness_centrality,importance
0.03290015524019561,betweenness_centrality,doctypebranch
0.39092480803990476,closeness_centrality,importance
0.3390849522672434,closeness_centrality,doctypebranch
0.26684640786597275,core_number,importance
0.3280076690937858,core_number,doctypebranch
0.3927641066641615,relative_in_degree_centrality,importance
0.34132603533494055,relative_in_degree_centrality,doctypebranch
0.3862913244357697,eigenvector_centrality,importance
0.33154324209833075,eigenvector_centrality,doctypebranch
0.3887772948813505,pagerank,importance
0.3335493234680018,pagerank,doctypebranch
-0.06971925440212987,hits_hub,importance
0.07237127634081685,hits_hub,doctypebranch
0.25750796132122866,hits_authority,importance
0.2252455435825271,hits_authority,doctypebranch
0.3906621569102516,harmonic_centrality,importance
0.3386747817118895,harmonic_centrality,doctypebranch
0.33788193984189463,disruption,importance
0.2957916496545369,disruption,doctypebranch
0.3927641066641615,composite,importance
0.34132603533494055,composite,doctypebranch
